date,close_BZ_F,close_CL_F,close_CNYUSD_X,close_EURUSD_X,close_GBPUSD_X,close_GC_F,close_INRUSD_X,close_JPYUSD_X,close_NG_F,close_SI_F,close_XLE,close_XLI,close_XLU,close_CNXENERGY,close_CNXIT,close_DJI,close_FTSE,close_GSPC,close_IXIC,close_N225,close_NSEBANK,close_NSEI,close_RUT,close_STOXX50E,close_VIX,close_VXEEM,return_BZ_F,return_CL_F,return_CNYUSD_X,return_EURUSD_X,return_GBPUSD_X,return_GC_F,return_INRUSD_X,return_JPYUSD_X,return_NG_F,return_SI_F,return_XLE,return_XLI,return_XLU,return_CNXENERGY,return_CNXIT,return_DJI,return_FTSE,return_GSPC,return_IXIC,return_N225,return_NSEBANK,return_NSEI,return_RUT,return_STOXX50E,return_VIX,volatility_20d_BZ_F,volatility_20d_CL_F,volatility_20d_CNYUSD_X,volatility_20d_EURUSD_X,volatility_20d_GBPUSD_X,volatility_20d_GC_F,volatility_20d_INRUSD_X,volatility_20d_JPYUSD_X,volatility_20d_NG_F,volatility_20d_SI_F,volatility_20d_XLE,volatility_20d_XLI,volatility_20d_XLU,volatility_20d_CNXENERGY,volatility_20d_CNXIT,volatility_20d_DJI,volatility_20d_FTSE,volatility_20d_GSPC,volatility_20d_IXIC,volatility_20d_N225,volatility_20d_NSEBANK,volatility_20d_NSEI,volatility_20d_RUT,volatility_20d_STOXX50E,volatility_20d_VIX,volume_BZ_F,volume_CL_F,volume_CNYUSD_X,volume_EURUSD_X,volume_GBPUSD_X,volume_GC_F,volume_INRUSD_X,volume_JPYUSD_X,volume_NG_F,volume_SI_F,volume_XLE,volume_XLI,volume_XLU,volume_CNXENERGY,volume_CNXIT,volume_DJI,volume_FTSE,volume_GSPC,volume_IXIC,volume_N225,volume_NSEBANK,volume_NSEI,volume_RUT,volume_STOXX50E,volume_VIX,volume_VXEEM
2020-01-03 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,14.020000457763672,,,,,,,,,,,,,,,,,,,,,,,,,,0.12429832859211132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-06 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23204.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72800000.0,,,,,,
2020-01-06 00:00:00+05:30,,,,,,,,,,,,,,15737.0498046875,15879.7998046875,,,,,,31236.787109375,11993.0498046875,,,,,,,,,,,,,,,,,,-0.019791589049103386,-0.0035641106685071478,,,,,,-0.025946959257920454,-0.019105853072941215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808600.0,24000.0,,,,,,256200.0,396500.0,,,,
2020-01-06 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3752.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005525590389683477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28339400.0,,
2020-01-06 00:00:00+00:00,,,0.14358532428741455,1.1161960363388062,1.308010220527649,,0.013940973207354546,0.009262346662580967,,,,,,,,,7575.2998046875,,,,,,,,,,,,-0.00015792690329419212,-0.0008483365294456036,-0.00551984191111865,,-0.004405383032743959,0.005362848222226546,,,,,,,,,-0.006179169062196177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,516783400.0,,,,,,,,,
2020-01-06 00:00:00-05:00,68.91000366210938,63.27000045776367,,,,1566.199951171875,,,2.134999990463257,18.097000122070312,47.645164489746094,75.50140380859375,53.45207977294922,,,28703.380859375,,3246.280029296875,9071.4697265625,,,,1663.260009765625,,,,0.004519026164486517,0.00348931361404059,,,,0.010973405974574524,,,0.0023473595087817323,0.0016050103685949502,0.007781445932550701,0.00036249559516288166,0.0009384238379799292,,,0.002392187358362108,,0.0035333728907271933,0.005620384728471706,,,,0.0014390136828674738,,,,,,,,,,,,,,,,,,,,,,,,,,,,51933.0,724236.0,,,,416.0,,,154678.0,3.0,22458100.0,16153100.0,10444500.0,,,252760000.0,,3702460000.0,2810450000.0,,,,3702460000.0,,,
2020-01-06 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,13.850000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01212553999595678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-07 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23575.720703125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159820545400311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64300000.0,,,,,,
2020-01-07 00:00:00+05:30,,,,,,,,,,,,,,15793.75,15895.2001953125,,,,,,31399.03515625,12052.9501953125,,,,,,,,,,,,,,,,,,0.003602974891495192,0.000969810124461068,,,,,,0.0051941336446317266,0.004994592001242859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775900.0,24200.0,,,,,,294400.0,447800.0,,,,
2020-01-07 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3759.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.00179345624639482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29853300.0,,
2020-01-07 00:00:00+00:00,,,0.14337944984436035,1.1197994947433472,1.317002534866333,,0.01393009815365076,0.00922458153218031,,,,,,,,,7573.89990234375,,,,,,,,,,,,-0.001433812571555726,0.003228338291148658,0.0068748043383457524,,-0.0007800785169035374,-0.004077274558641264,,,,,,,,,-0.00018479827595518916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,511576100.0,,,,,,,,,
2020-01-07 00:00:00-05:00,68.2699966430664,62.70000076293945,,,,1571.800048828125,,,2.1619999408721924,18.31599998474121,47.51993179321289,75.34651947021484,53.37691116333008,,,28583.6796875,,3237.179931640625,9068.580078125,,,,1658.31005859375,,,,-0.00928757778306255,-0.009009004120439812,,,,0.003575595601353454,,,0.01264634685224375,0.012101445609419947,-0.0026284450452501718,-0.0020514100475742536,-0.0014062803531393886,,,-0.00417028128015462,,-0.0028032386528962228,-0.00031854247708495986,,,,-0.002976053739530804,,,,,,,,,,,,,,,,,,,,,,,,,,,,41178.0,582649.0,,,,47.0,,,163006.0,33.0,11462500.0,16675400.0,13070300.0,,,258900000.0,,3435910000.0,2381740000.0,,,,3435910000.0,,,
2020-01-07 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,13.789999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004332160141813035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-08 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23204.759765625,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015734871572805398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79400000.0,,,,,,
2020-01-08 00:00:00+05:30,,,,,,,,,,,,,,15664.9501953125,15953.4501953125,,,,,,31373.28515625,12025.349609375,,,,,,,,,,,,,,,,,,-0.00815511228729715,0.0036646282704371202,,,,,,-0.0008200888935555595,-0.0022899444111396106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616000.0,27400.0,,,,,,304500.0,446000.0,,,,
2020-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3772.56005859375,,,,,,,,,,,,,,,,,,,,,,,,,,0.003540615440247308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34988400.0,,
2020-01-08 00:00:00+00:00,,,0.14400091767311096,1.1154738664627075,1.31137216091156,,0.01385809201747179,0.009257887490093708,,,,,,,,,7574.89990234375,,,,,,,,,,,,0.004334427488912995,-0.0038628596467005227,-0.0042751428381604395,,-0.005169104724513263,0.003610565725633119,,,,,,,,,0.0001320323760405362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,606225000.0,,,,,,,,,
2020-01-08 00:00:00-05:00,65.44000244140625,59.61000061035156,,,,1557.4000244140625,,,2.1410000324249268,18.08799934387207,46.7371940612793,75.60160064697266,53.351863861083984,,,28745.08984375,,3253.050048828125,9129.240234375,,,,1663.5899658203125,,,,-0.04145297115592539,-0.04928229848466481,,,,-0.009161486173001832,,,-0.009713186411463903,-0.012448167780032993,-0.016471777260534504,0.0033854407416742394,-0.0004692534974429785,,,0.005646934125160374,,0.004902451368978156,0.006689046766684248,,,,0.003183908340422148,,,,,,,,,,,,,,,,,,,,,,,,,,,,85232.0,1205710.0,,,,236.0,,,242559.0,31.0,19021400.0,10677700.0,12741400.0,,,291750000.0,,3726840000.0,2472620000.0,,,,3726840000.0,,,
2020-01-08 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,13.449999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024655558631502927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-09 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23739.869140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.02306032815701453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62200000.0,,,,,,
2020-01-09 00:00:00+05:30,,,,,,,,,,,,,,15900.349609375,15925.150390625,,,,,,32092.02734375,12215.900390625,,,,,,,,,,,,,,,,,,0.015027140918260962,-0.001773898707867927,,,,,,0.02290936967296897,0.015845758122611686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639900.0,27900.0,,,,,,308000.0,477500.0,,,,
2020-01-09 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3795.8798828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.006181432198972825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33480100.0,,
2020-01-09 00:00:00+00:00,,,0.1439843326807022,1.1113210916519165,1.3105130195617676,,0.014003267511725426,0.009171703830361366,,,,,,,,,7598.10009765625,,,,,,,,,,,,-0.00011517282442885524,-0.0037228795184237606,-0.0006551468571631691,,0.01047586450361293,-0.009309214421169165,,,,,,,,,0.003062772526581048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,653838100.0,,,,,,,,,
2020-01-09 00:00:00-05:00,65.37000274658203,59.560001373291016,,,,1551.699951171875,,,2.1659998893737793,17.860000610351562,47.08159637451172,75.92044067382812,53.64417266845703,,,28956.900390625,,3274.699951171875,9203.4296875,,,,1664.989990234375,,,,-0.0010696774482380489,-0.0008387726312464316,,,,-0.0036599930350791343,,,0.011676719556392268,-0.012604972456378927,0.007368912921491555,0.004217371380062618,0.005478886513396342,,,0.007368581835240029,,0.006655262605488987,0.008126574744484083,,,,0.0008415682005944447,,,,,,,,,,,,,,,,,,,,,,,,,,,,50520.0,750933.0,,,,54.0,,,230026.0,38.0,15366800.0,7407200.0,11643100.0,,,275060000.0,,3641230000.0,2540960000.0,,,,3641230000.0,,,
2020-01-09 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,12.539999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0676579821796911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-10 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23850.5703125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046630910734701825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55900000.0,,,,,,
2020-01-10 00:00:00+05:30,,,,,,,,,,,,,,15940.150390625,15959.900390625,,,,,,32097.02734375,12256.7998046875,,,,,,,,,,,,,,,,,,0.0025031387502658653,0.0021820830037786454,,,,,,0.00015580193630149175,0.0033480474426501594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603300.0,20200.0,,,,,,444700.0,660600.0,,,,
2020-01-10 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3789.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016754648401934302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27400900.0,,
2020-01-10 00:00:00+00:00,,,0.1438497006893158,1.1111111640930176,1.3070186376571655,,0.01404606830328703,0.009131835773587227,,,,,,,,,7587.89990234375,,,,,,,,,,,,-0.000935046118420213,-0.0001888991043865751,-0.0026664228835899806,,0.003056486032689598,-0.004346853922840732,,,,,,,,,-0.0013424665615614506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,651315600.0,,,,,,,,,
2020-01-10 00:00:00-05:00,64.9800033569336,59.040000915527344,,,,1557.5,,,2.2019999027252197,18.033000946044922,46.815467834472656,75.38298034667969,53.78614807128906,,,28823.76953125,,3265.35009765625,9178.8603515625,,,,1657.6400146484375,,,,-0.005966029880101642,-0.00873069922387304,,,,0.0037378675070167677,,,0.0166205056279336,0.009686468632766454,-0.005652496103193627,-0.007079257211605183,0.0026466137097405085,,,-0.0045975521405634545,,-0.002855178689662563,-0.0026695847930331418,,,,-0.00441442629027633,,,,,,,,,,,,,,,,,,,,,,,,,,,,46595.0,596186.0,,,,16.0,,,282652.0,2.0,9151200.0,8856800.0,10582900.0,,,237830000.0,,3214580000.0,2382900000.0,,,,3214580000.0,,,
2020-01-10 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,12.5600004196167,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015949328408704222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-13 00:00:00+05:30,,,,,,,,,,,,,,16043.349609375,16225.900390625,,,,,,32177.27734375,12329.5498046875,,,,,,,,,,,,,,,,,,0.006474168450173234,0.01666677068713107,,,,,,0.002500231536725961,0.0059354808073293075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619800.0,61100.0,,,,,,291400.0,501000.0,,,,
2020-01-13 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3779.679931640625,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002596658109710215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27508600.0,,
2020-01-13 00:00:00+00:00,,,0.14473246037960052,1.1116669178009033,1.3045634031295776,,0.014093835838139057,0.009126918390393257,,,,,,,,,7617.60009765625,,,,,,,,,,,,0.006136680758142887,0.0005001783132467796,-0.0018785000128145324,,0.0034007762044592216,-0.0005384879136999254,,,,,,,,,0.00391415222851399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,659019400.0,,,,,,,,,
2020-01-13 00:00:00-05:00,64.19999694824219,58.08000183105469,,,,1548.4000244140625,,,2.181999921798706,17.926000595092773,46.831119537353516,76.0024185180664,54.111881256103516,,,28907.05078125,,3288.1298828125,9273.9296875,,,,1669.6099853515625,,,,-0.01200379144960717,-0.016260146842582146,,,,-0.005842680954052937,,,-0.009082643873762897,-0.005933585390046625,0.0003343275973701765,0.008217215192845684,0.006056079427415373,,,0.0028893254197619456,,0.006976215252569862,0.010357422631592339,,,,0.007221091791551393,,,,,,,,,,,,,,,,,,,,,,,,,,,,35430.0,584002.0,,,,48.0,,,232949.0,5.0,8778500.0,7893800.0,12671100.0,,,249830000.0,,3459390000.0,2536820000.0,,,,3459390000.0,,,
2020-01-13 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,12.319999694824219,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01910833732279482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-14 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,24025.169921875,,,,,,,,,,,,,,,,,,,,,,,,,,0.007320563285796666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64200000.0,,,,,,
2020-01-14 00:00:00+05:30,,,,,,,,,,,,,,16053.25,16362.349609375,,,,,,32071.27734375,12362.2998046875,,,,,,,,,,,,,,,,,,0.0006171024671315362,0.008409346505592774,,,,,,-0.003294250127740761,0.0026562202609821117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677900.0,34500.0,,,,,,438900.0,616300.0,,,,
2020-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3774.8798828125,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0012699617202881486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33071500.0,,
2020-01-14 00:00:00+00:00,,,0.145081028342247,1.1135733127593994,1.2988194227218628,,0.014140491373836994,0.009091570973396301,,,,,,,,,7622.39990234375,,,,,,,,,,,,0.0024083606520075573,0.0017148976262308935,-0.004402990605083201,,0.0033103504421190255,-0.0038728753216596967,,,,,,,,,0.0006300940750325612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,697648200.0,,,,,,,,,
2020-01-14 00:00:00-05:00,64.48999786376953,58.22999954223633,,,,1542.4000244140625,,,2.187000036239624,17.673999786376953,46.83894729614258,76.01153564453125,54.27056121826172,,,28939.669921875,,3283.14990234375,9251.330078125,,,,1675.739990234375,,,,0.004517148431660178,0.0025826051386492743,,,,-0.0038749676475047234,,,0.0022915282402009574,-0.014057837797060269,0.00016714865812295088,0.00011995837293876654,0.002932442163804838,,,0.0011284146858094868,,-0.001514532772802224,-0.002436896778014286,,,,0.0036715190592979674,,,,,,,,,,,,,,,,,,,,,,,,,,,,34682.0,507714.0,,,,32.0,,,281854.0,17.0,17339000.0,9649400.0,11495000.0,,,287440000.0,,3687620000.0,2553160000.0,,,,3687620000.0,,,
2020-01-14 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,12.390000343322754,,,,,,,,,,,,,,,,,,,,,,,,,,0.005681870960430491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-15 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23916.580078125,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004519836658933629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57200000.0,,,,,,
2020-01-15 00:00:00+05:30,,,,,,,,,,,,,,16019.0,16346.849609375,,,,,,31824.53125,12343.2998046875,,,,,,,,,,,,,,,,,,-0.0021335243642253143,-0.0009472967128827392,,,,,,-0.007693678399687598,-0.0015369308543056182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543700.0,35200.0,,,,,,545700.0,684400.0,,,,
2020-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,3768.9599609375,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015682411252220252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33409000.0,,
2020-01-15 00:00:00+00:00,,,0.1449212282896042,1.113089919090271,1.3022528886795044,,0.01411530189216137,0.009102991782128811,,,,,,,,,7642.7998046875,,,,,,,,,,,,-0.001101453818385223,-0.00043409236158020725,0.0026435283439527613,,-0.0017813724438339174,0.0012561975005120907,,,,,,,,,0.0026763096406785536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,730575200.0,,,,,,,,,
2020-01-15 00:00:00-05:00,64.0,57.810001373291016,,,,1552.0999755859375,,,2.119999885559082,17.92300033569336,46.49454879760742,76.12996673583984,55.030582427978516,,,29030.220703125,,3289.2900390625,9258.7001953125,,,,1682.4000244140625,,,,-0.007598044347971844,-0.0072127455306035815,,,,0.0062888686581550335,,,-0.030635642236084948,0.014088522820303151,-0.007352823204109904,0.0015580673420734215,0.014004299801879672,,,0.0031289500362114975,,0.0018701968845122874,0.0007966548728952638,,,,0.003974383984687302,,,,,,,,,,,,,,,,,,,,,,,,,,,,34164.0,433169.0,,,,11.0,,,218920.0,0.0,10830800.0,12014500.0,15885900.0,,,260270000.0,,3721490000.0,2443220000.0,,,,3721490000.0,,,
2020-01-15 00:00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,12.420000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024212858869983034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020-01-16 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,23933.130859375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006920212336352094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55400000.0,,,,,,
2020-01-16 00:00:00+05:30,,,,,,,,,,,,,,15974.400390625,16381.650390625,,,,,,31853.529296875,12355.5,,,,,,,,,,,,,,,,,,-0.0027841693847930893,0.002128898355438613,,,,,,0.0009111853572076889,0.000988406301843714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707000.0,26200.0,,,,,,253700.0,395700.0,,,,
